Longitude,Latitude,Chl a Dec-Mar
-170.5,-73,0.291
-155.5,-56.5,0.291
129.5,-63,0.291
-139.5,-71.5,0.2911
-139.5,-59,0.2911
177.5,-72.5,0.2911
-93.5,-70,0.2913
21.5,-50.5,0.2913
26.5,-55,0.2913
-172.5,-61.5,0.2914
6.5,-46.5,0.2914
55.5,-44.5,0.2914
73.5,-61.5,0.2914
142.5,-40.5,0.2914
-151.5,-49,0.2915
10.5,-45,0.2915
24.5,-61.5,0.2915
121.5,-44,0.2915
-95.5,-67,0.2916
-50.5,-62,0.2916
32.5,-51.5,0.2916
167.5,-51,0.2916
33.5,-64.5,0.2917
96.5,-52.5,0.2917
-122.5,-64.5,0.2918
91.5,-55,0.2918
-179.5,-52.5,0.2919
-164.5,-46,0.2919
-159.5,-64,0.2919
77.5,-43.5,0.2919
166.5,-41,0.2919
176.5,-48.5,0.2919
22.5,-50,0.292
23.5,-66,0.292
153.5,-51.5,0.292
170.5,-52.5,0.292
-169.5,-61.5,0.2921
-143.5,-58.5,0.2921
-136.5,-70.5,0.2921
-135.5,-71,0.2921
-71.5,-56,0.2921
30.5,-53.5,0.2921
115.5,-40,0.2921
178.5,-42,0.2921
-167.5,-52.5,0.2922
-164.5,-52,0.2922
79.5,-57.5,0.2922
96.5,-51.5,0.2922
121.5,-43.5,0.2922
144.5,-49.5,0.2922
-174.5,-74,0.2923
-151.5,-51.5,0.2924
-6.5,-59,0.2924
-163.5,-57.5,0.2925
-141.5,-71,0.2925
5.5,-48.5,0.2925
149.5,-62,0.2925
-106.5,-70,0.2926
28.5,-54.5,0.2926
114.5,-40,0.2926
-150.5,-50,0.2927
-129.5,-60.5,0.2927
-33.5,-71.5,0.2927
22.5,-50.5,0.2927
82.5,-55.5,0.2927
163.5,-69.5,0.2927
165.5,-41,0.2927
179.5,-72.5,0.2927
17.5,-49.5,0.2928
28.5,-52,0.2928
33.5,-45.5,0.2928
49.5,-46.5,0.2928
78.5,-57.5,0.2928
148.5,-50.5,0.2928
-165.5,-52.5,0.2929
-140.5,-59,0.2929
-132.5,-61.5,0.2929
19.5,-49,0.2929
40.5,-66,0.2929
75.5,-46,0.2929
119.5,-44,0.2929
-170.5,-60.5,0.293
-158.5,-64.5,0.293
-151.5,-52,0.293
-127.5,-62,0.293
-110.5,-67,0.293
21.5,-58,0.293
89.5,-55.5,0.293
-179.5,-62.5,0.2931
-137.5,-61,0.2931
105.5,-61.5,0.2931
-129.5,-61,0.2932
30.5,-53,0.2932
156.5,-51.5,0.2932
156.5,-41,0.2932
-154.5,-64,0.2933
-143.5,-56,0.2933
-138.5,-60,0.2933
40.5,-45,0.2933
68.5,-62,0.2933
178.5,-70,0.2933
179.5,-51.5,0.2933
-98.5,-67,0.2934
21.5,-50,0.2934
172.5,-48.5,0.2934
179.5,-51,0.2934
-173.5,-62,0.2935
-127.5,-63.5,0.2935
15.5,-51.5,0.2935
52.5,-46.5,0.2935
-75.5,-55,0.2936
-8.5,-55.5,0.2936
55.5,-45,0.2936
125.5,-45,0.2936
136.5,-48,0.2936
-155.5,-60,0.2937
-134.5,-61.5,0.2937
31.5,-52,0.2937
53.5,-44,0.2937
72.5,-53.5,0.2937
129.5,-45.5,0.2937
136.5,-62.5,0.2937
-160.5,-51.5,0.2938
-157.5,-56.5,0.2938
-152.5,-59,0.2938
-133.5,-61.5,0.2938
-111.5,-67.5,0.2938
-1.5,-51.5,0.2938
120.5,-62,0.2939
163.5,-54,0.2939
-140.5,-70,0.294
-130.5,-62.5,0.294
78.5,-47,0.294
155.5,-68.5,0.294
-55.5,-58,0.2941
-53.5,-56,0.2941
20.5,-51.5,0.2941
32.5,-50.5,0.2941
-175.5,-54,0.2942
26.5,-50.5,0.2942
55.5,-45.5,0.2943
76.5,-47,0.2943
17.5,-65,0.2944
88.5,-49,0.2944
-161.5,-51,0.2945
-122.5,-63.5,0.2945
82.5,-52.5,0.2945
-168.5,-52.5,0.2946
26.5,-50,0.2946
29.5,-53.5,0.2946
75.5,-58,0.2946
118.5,-43.5,0.2946
126.5,-45.5,0.2946
140.5,-49,0.2946
155.5,-51.5,0.2946
162.5,-53.5,0.2946
-155.5,-64,0.2947
-154.5,-51.5,0.2947
-76.5,-54.5,0.2947
9.5,-55.5,0.2947
96.5,-51,0.2947
-54.5,-55,0.2948
0.5,-47.5,0.2948
6.5,-56.5,0.2948
18.5,-50.5,0.2948
21.5,-51,0.2948
76.5,-52.5,0.2948
81.5,-52,0.2948
128.5,-45.5,0.2948
-131.5,-61.5,0.2949
-127.5,-61.5,0.2949
-109.5,-66,0.2949
116.5,-43,0.2949
119.5,-43.5,0.2949
146.5,-50.5,0.2949
157.5,-51.5,0.2949
164.5,-41,0.2949
115.5,-41,0.295
-56.5,-56,0.2951
25.5,-51,0.2951
-167.5,-45,0.2952
-158.5,-56.5,0.2952
-129.5,-61.5,0.2952
33.5,-51.5,0.2952
21.5,-64.5,0.2953
83.5,-40.5,0.2953
-146.5,-56,0.2954
-130.5,-62,0.2954
82.5,-40,0.2954
66.5,-45,0.2955
114.5,-41.5,0.2955
120.5,-44,0.2955
-150.5,-51.5,0.2956
-142.5,-61,0.2956
-54.5,-57.5,0.2956
-53.5,-55.5,0.2956
32.5,-52,0.2956
130.5,-46.5,0.2956
111.5,-42,0.2957
-168.5,-61,0.2958
-144.5,-56.5,0.2958
27.5,-54.5,0.2958
82.5,-40.5,0.2958
127.5,-46,0.2958
164.5,-53.5,0.2958
-179.5,-52,0.2959
-129.5,-62.5,0.2959
-41.5,-70,0.2959
97.5,-52,0.2959
123.5,-44,0.2959
-157.5,-48.5,0.296
85.5,-48.5,0.296
48.5,-42.5,0.2961
77.5,-57.5,0.2961
77.5,-44.5,0.2961
175.5,-48,0.2961
-97.5,-69,0.2962
-56.5,-59,0.2962
28.5,-45.5,0.2962
78.5,-43,0.2962
106.5,-62.5,0.2962
-178.5,-50,0.2963
-162.5,-56.5,0.2963
87.5,-60.5,0.2963
150.5,-50,0.2963
160.5,-51.5,0.2963
-176.5,-63,0.2964
-170.5,-53.5,0.2964
-148.5,-51,0.2964
22.5,-57,0.2964
106.5,-62,0.2964
117.5,-43.5,0.2964
140.5,-40,0.2964
-159.5,-51,0.2965
-148.5,-50,0.2965
-137.5,-71,0.2965
13.5,-50.5,0.2965
54.5,-44,0.2965
80.5,-41,0.2965
109.5,-61.5,0.2965
-177.5,-72,0.2966
-136.5,-61,0.2966
72.5,-65,0.2966
122.5,-44,0.2966
-178.5,-50.5,0.2967
-168.5,-44.5,0.2967
-116.5,-65.5,0.2967
69.5,-51,0.2967
74.5,-64.5,0.2967
147.5,-51,0.2967
-95.5,-69.5,0.2968
23.5,-49.5,0.2968
-167.5,-58,0.2969
-79.5,-50.5,0.2969
-19.5,-62,0.2969
19.5,-51.5,0.2969
97.5,-51.5,0.2969
-55.5,-55.5,0.297
-47.5,-66,0.297
21.5,-57.5,0.297
22.5,-51.5,0.297
168.5,-69,0.297
-169.5,-60,0.2971
-159.5,-51.5,0.2971
-156.5,-48.5,0.2971
-169.5,-60.5,0.2972
-144.5,-56,0.2972
-140.5,-72,0.2972
-49.5,-61,0.2972
18.5,-51.5,0.2972
-178.5,-49.5,0.2973
-145.5,-57,0.2973
-124.5,-70.5,0.2973
39.5,-45.5,0.2973
77.5,-43,0.2973
81.5,-40.5,0.2973
-159.5,-48,0.2974
-147.5,-50.5,0.2974
-9.5,-55,0.2974
39.5,-46,0.2974
73.5,-64,0.2974
-178.5,-54.5,0.2975
-156.5,-60,0.2975
-128.5,-61.5,0.2975
50.5,-42.5,0.2975
123.5,-43.5,0.2975
123.5,-43,0.2975
-160.5,-51,0.2976
-152.5,-52,0.2976
-147.5,-51,0.2976
-144.5,-58,0.2976
-143.5,-61,0.2976
-138.5,-60.5,0.2976
-134.5,-71,0.2976
-127.5,-61,0.2976
-96.5,-67,0.2976
-72.5,-56,0.2976
0.5,-47,0.2976
37.5,-44.5,0.2976
-77.5,-54,0.2977
87.5,-49,0.2977
95.5,-53,0.2977
124.5,-44,0.2977
125.5,-62.5,0.2977
127.5,-45.5,0.2977
162.5,-51,0.2977
-130.5,-61.5,0.2978
-111.5,-67,0.2978
-78.5,-53,0.2978
17.5,-50.5,0.2978
170.5,-62,0.2978
-140.5,-61,0.2979
22.5,-51,0.2979
160.5,-41,0.2979
-114.5,-67.5,0.298
-36.5,-68.5,0.298
-170.5,-72.5,0.2981
-167.5,-61,0.2981
-169.5,-59.5,0.2982
-147.5,-56.5,0.2982
-142.5,-61.5,0.2982
29.5,-54,0.2982
87.5,-55.5,0.2982
170.5,-49.5,0.2982
-166.5,-52.5,0.2983
85.5,-57,0.2983
178.5,-62.5,0.2983
-179.5,-51,0.2984
-155.5,-48.5,0.2984
-150.5,-58.5,0.2984
-132.5,-62,0.2984
-7.5,-56,0.2984
83.5,-56.5,0.2984
-173.5,-42.5,0.2985
-156.5,-56.5,0.2985
-154.5,-63,0.2985
-148.5,-50.5,0.2985
-113.5,-67.5,0.2985
11.5,-50.5,0.2985
86.5,-48.5,0.2985
130.5,-45.5,0.2985
-135.5,-61.5,0.2986
27.5,-45,0.2986
76.5,-45,0.2986
116.5,-42.5,0.2986
-113.5,-66,0.2987
95.5,-53.5,0.2987
-110.5,-66,0.2988
30.5,-52.5,0.2988
69.5,-62,0.2988
159.5,-60.5,0.2988
-151.5,-51,0.2989
-144.5,-57,0.2989
24.5,-68,0.2989
27.5,-51.5,0.2989
130.5,-46,0.2989
-177.5,-69,0.299
-174.5,-62,0.299
-146.5,-55,0.299
-145.5,-61.5,0.299
-95.5,-70.5,0.299
-0.5,-55,0.299
21.5,-46,0.299
80.5,-40,0.299
-156.5,-51,0.2991
-9.5,-56,0.2991
70.5,-63,0.2991
78.5,-42.5,0.2991
92.5,-60.5,0.2991
-175.5,-70.5,0.2992
-161.5,-47.5,0.2992
-158.5,-48.5,0.2992
-147.5,-50,0.2992
9.5,-56,0.2992
28.5,-53,0.2992
-165.5,-58,0.2993
10.5,-51.5,0.2993
10.5,-44.5,0.2993
37.5,-47,0.2993
38.5,-67,0.2993
81.5,-40,0.2993
93.5,-54.5,0.2993
146.5,-50,0.2993
-149.5,-59.5,0.2994
-96.5,-69.5,0.2994
0.5,-48,0.2994
15.5,-50.5,0.2994
16.5,-51.5,0.2994
87.5,-60,0.2994
-177.5,-63,0.2995
-138.5,-61,0.2995
10.5,-55,0.2995
25.5,-63,0.2995
179.5,-62.5,0.2995
-177.5,-70.5,0.2996
20.5,-49.5,0.2996
21.5,-49.5,0.2996
-150.5,-55.5,0.2997
9.5,-52,0.2997
129.5,-45,0.2997
-154.5,-48.5,0.2998
-99.5,-67.5,0.2998
31.5,-52.5,0.2998
132.5,-47,0.2998
141.5,-49.5,0.2998
159.5,-41,0.2998
-101.5,-67,0.2999
4.5,-47.5,0.2999
24.5,-51.5,0.2999
38.5,-44.5,0.2999
-153.5,-51.5,0.3
-34.5,-68.5,0.3
-7.5,-55.5,0.3
76.5,-43.5,0.3
146.5,-62.5,0.3
150.5,-40,0.3
165.5,-53,0.3
174.5,-72,0.3
-135.5,-61,0.3001
49.5,-44,0.3001
122.5,-62,0.3001
24.5,-52.5,0.3002
107.5,-62,0.3002
158.5,-51.5,0.3002
-166.5,-61,0.3003
5.5,-51.5,0.3003
20.5,-52,0.3003
127.5,-62.5,0.3003
-179.5,-48.5,0.3004
-156.5,-60.5,0.3004
124.5,-43,0.3004
143.5,-49.5,0.3004
164.5,-69.5,0.3004
-19.5,-61.5,0.3005
22.5,-49.5,0.3005
131.5,-46.5,0.3005
172.5,-70.5,0.3005
-179.5,-51.5,0.3006
-125.5,-63.5,0.3006
-109.5,-67.5,0.3006
19.5,-65,0.3006
20.5,-50.5,0.3006
-105.5,-67,0.3007
120.5,-43.5,0.3007
151.5,-40.5,0.3007
1.5,-47,0.3008
134.5,-47.5,0.3008
-166.5,-58,0.3009
-158.5,-51,0.3009
-2.5,-55.5,0.3009
0.5,-48.5,0.3009
72.5,-63.5,0.3009
126.5,-44.5,0.3009
-112.5,-67,0.301
62.5,-66,0.301
71.5,-65,0.301
77.5,-44,0.301
79.5,-56,0.301
88.5,-55.5,0.301
129.5,-44.5,0.301
90.5,-55,0.3011
137.5,-40,0.3011
-65.5,-56,0.3012
9.5,-44.5,0.3012
79.5,-42.5,0.3012
83.5,-57,0.3012
18.5,-49,0.3013
106.5,-61.5,0.3013
-137.5,-60.5,0.3014
-92.5,-67,0.3014
119.5,-43,0.3014
120.5,-43,0.3014
126.5,-44,0.3014
-135.5,-62,0.3015
95.5,-51,0.3015
-169.5,-53,0.3016
2.5,-49,0.3016
76.5,-44,0.3016
84.5,-48,0.3016
177.5,-42,0.3016
-170.5,-43.5,0.3017
-156.5,-58.5,0.3017
-144.5,-57.5,0.3017
42.5,-65.5,0.3017
-141.5,-59,0.3018
-60.5,-55.5,0.3018
-145.5,-62,0.3019
-80.5,-47,0.3019
84.5,-57.5,0.3019
116.5,-42,0.3019
-141.5,-71.5,0.302
-73.5,-55.5,0.302
21.5,-51.5,0.302
115.5,-40.5,0.302
168.5,-42,0.302
-177.5,-74,0.3021
-152.5,-49,0.3021
-96.5,-70.5,0.3021
1.5,-49,0.3021
24.5,-52,0.3021
166.5,-53,0.3021
-156.5,-64,0.3022
163.5,-41,0.3022
174.5,-48,0.3022
-164.5,-51.5,0.3023
-141.5,-61,0.3023
-9.5,-55.5,0.3023
24.5,-50.5,0.3023
19.5,-50,0.3024
24.5,-63.5,0.3025
64.5,-45,0.3025
92.5,-54.5,0.3025
124.5,-43.5,0.3025
-157.5,-60,0.3026
17.5,-50,0.3026
52.5,-43,0.3026
58.5,-45.5,0.3026
74.5,-61.5,0.3026
104.5,-62,0.3026
-151.5,-50,0.3027
37.5,-45,0.3027
86.5,-59.5,0.3027
122.5,-43.5,0.3027
-139.5,-70,0.3028
-37.5,-40,0.3028
121.5,-43,0.3028
173.5,-67.5,0.3028
-171.5,-43.5,0.3029
-100.5,-67.5,0.3029
18.5,-49.5,0.3029
27.5,-54,0.3029
34.5,-68,0.3029
157.5,-60.5,0.3029
-175.5,-62.5,0.303
105.5,-62.5,0.303
169.5,-70.5,0.303
176.5,-68,0.303
-160.5,-64,0.3031
-125.5,-64,0.3031
136.5,-63,0.3031
177.5,-62,0.3032
-152.5,-51.5,0.3033
81.5,-56.5,0.3033
126.5,-45,0.3033
162.5,-51.5,0.3033
-168.5,-60.5,0.3034
19.5,-52,0.3034
19.5,-49.5,0.3034
147.5,-50.5,0.3034
-141.5,-61.5,0.3035
-129.5,-62,0.3035
-55.5,-60,0.3035
139.5,-48.5,0.3035
-131.5,-62,0.3036
73.5,-47,0.3036
102.5,-62,0.3036
-149.5,-58,0.3037
159.5,-51.5,0.3037
-108.5,-68.5,0.3038
-1.5,-55,0.3038
94.5,-54,0.3038
178.5,-62,0.3038
-137.5,-70,0.3039
-141.5,-70.5,0.304
-137.5,-61.5,0.304
-136.5,-61.5,0.304
14.5,-50.5,0.304
145.5,-49.5,0.304
-126.5,-64,0.3041
-93.5,-69,0.3041
7.5,-56,0.3041
76.5,-44.5,0.3041
-78.5,-52.5,0.3042
19.5,-50.5,0.3042
177.5,-73,0.3042
-153.5,-64,0.3043
28.5,-51.5,0.3043
75.5,-53,0.3043
75.5,-44.5,0.3043
82.5,-47.5,0.3043
-178.5,-49,0.3044
42.5,-40,0.3044
79.5,-41.5,0.3044
98.5,-61,0.3044
-149.5,-56.5,0.3045
80.5,-40.5,0.3045
-179.5,-72,0.3046
-128.5,-62,0.3046
-72.5,-66,0.3046
-52.5,-61.5,0.3047
10.5,-53.5,0.3047
14.5,-51.5,0.3047
76.5,-43,0.3047
-159.5,-56.5,0.3048
-157.5,-59.5,0.3048
-150.5,-56.5,0.3048
16.5,-50.5,0.3048
125.5,-44.5,0.3048
161.5,-41,0.3048
-178.5,-63,0.3049
-178.5,-51,0.3049
-124.5,-64,0.3049
-87.5,-67,0.3049
71.5,-62.5,0.3049
85.5,-49,0.3049
162.5,-41,0.3049
71.5,-64.5,0.305
126.5,-62.5,0.305
147.5,-62.5,0.305
12.5,-48.5,0.3051
-118.5,-68,0.3052
148.5,-50,0.3052
-172.5,-43,0.3053
-164.5,-58,0.3053
9.5,-55,0.3053
11.5,-54.5,0.3053
115.5,-41.5,0.3053
-22.5,-62.5,0.3054
14.5,-50,0.3054
52.5,-44,0.3054
117.5,-42.5,0.3054
-152.5,-55.5,0.3055
9.5,-56.5,0.3055
19.5,-64.5,0.3055
121.5,-42.5,0.3055
-153.5,-62.5,0.3056
-153.5,-51,0.3056
-162.5,-47,0.3057
-119.5,-65.5,0.3057
-97.5,-67,0.3057
41.5,-43.5,0.3057
71.5,-62,0.3057
72.5,-64.5,0.3057
131.5,-46,0.3057
-78.5,-65.5,0.3058
-9.5,-52.5,0.3058
27.5,-52,0.3058
31.5,-45.5,0.3058
103.5,-62,0.3058
142.5,-49.5,0.3058
-135.5,-71.5,0.3059
-57.5,-56,0.3059
-129.5,-63,0.306
-127.5,-64,0.306
-104.5,-67,0.306
-99.5,-68.5,0.306
10.5,-44,0.306
125.5,-43.5,0.306
-162.5,-60.5,0.3061
-124.5,-63.5,0.3061
18.5,-50,0.3061
-116.5,-68,0.3062
-7.5,-59,0.3062
26.5,-52,0.3062
-175.5,-72,0.3063
93.5,-50.5,0.3063
-170.5,-60,0.3064
-166.5,-60.5,0.3064
-165.5,-52,0.3064
125.5,-44,0.3064
141.5,-62.5,0.3064
149.5,-50,0.3064
152.5,-50.5,0.3064
161.5,-51,0.3064
-151.5,-63.5,0.3065
-96.5,-69,0.3065
67.5,-47,0.3065
153.5,-51,0.3065
-175.5,-70,0.3066
-135.5,-70.5,0.3066
26.5,-54,0.3066
105.5,-62,0.3066
114.5,-62,0.3066
-139.5,-61,0.3067
-115.5,-68,0.3067
-80.5,-46,0.3067
77.5,-42.5,0.3067
120.5,-42.5,0.3067
155.5,-41,0.3067
-178.5,-72,0.3068
-172.5,-53.5,0.3068
-59.5,-56,0.3068
55.5,-44,0.3068
97.5,-61,0.3068
-1.5,-51,0.3069
168.5,-51.5,0.3069
39.5,-46.5,0.307
40.5,-44.5,0.307
84.5,-57,0.307
94.5,-50.5,0.307
169.5,-48.5,0.307
-152.5,-51,0.3071
22.5,-68.5,0.3071
166.5,-52.5,0.3071
-149.5,-73,0.3072
-132.5,-70.5,0.3072
-115.5,-65.5,0.3072
9.5,-45,0.3072
11.5,-44.5,0.3072
51.5,-65.5,0.3072
102.5,-62.5,0.3072
116.5,-40,0.3072
137.5,-48,0.3072
38.5,-47,0.3073
69.5,-62.5,0.3073
94.5,-51,0.3073
101.5,-61,0.3073
135.5,-63.5,0.3073
175.5,-72.5,0.3073
-154.5,-58,0.3074
-95.5,-69,0.3074
-143.5,-61.5,0.3075
92.5,-51,0.3075
100.5,-61,0.3075
117.5,-43,0.3075
154.5,-51,0.3075
175.5,-67.5,0.3075
-53.5,-61,0.3076
79.5,-42,0.3076
117.5,-42,0.3076
-153.5,-57.5,0.3077
21.5,-45.5,0.3077
151.5,-50,0.3078
-16.5,-61,0.3079
1.5,-46.5,0.3079
8.5,-52,0.3079
17.5,-64.5,0.3079
20.5,-50,0.3079
-179.5,-41.5,0.308
-136.5,-69.5,0.308
30.5,-66,0.308
43.5,-43,0.308
-151.5,-49.5,0.3081
-78.5,-40,0.3081
115.5,-62,0.3081
178.5,-73,0.3081
-151.5,-50.5,0.3082
18.5,-45,0.3082
145.5,-62.5,0.3082
151.5,-59,0.3082
-161.5,-61,0.3083
-141.5,-72,0.3083
-108.5,-66,0.3083
-80.5,-46.5,0.3083
75.5,-44,0.3083
-144.5,-61,0.3084
-53.5,-56.5,0.3084
113.5,-62,0.3084
-120.5,-65,0.3085
-168.5,-51.5,0.3086
-113.5,-67,0.3086
7.5,-56.5,0.3086
71.5,-65.5,0.3086
128.5,-45,0.3086
173.5,-71.5,0.3086
-159.5,-64.5,0.3087
-156.5,-59,0.3087
75.5,-61.5,0.3087
171.5,-48.5,0.3087
118.5,-43,0.3088
5.5,-44,0.3089
76.5,-51.5,0.3089
80.5,-57.5,0.3089
95.5,-52.5,0.3089
122.5,-43,0.3089
177.5,-62.5,0.3089
-178.5,-71.5,0.309
-153.5,-50,0.309
-152.5,-49.5,0.309
-153.5,-49.5,0.3091
11.5,-48.5,0.3091
75.5,-64.5,0.3091
128.5,-44.5,0.3091
-163.5,-51,0.3092
-92.5,-68,0.3092
171.5,-67,0.3092
-173.5,-62.5,0.3093
-157.5,-49,0.3093
-35.5,-69.5,0.3093
-6.5,-51,0.3093
8.5,-56,0.3093
11.5,-45,0.3093
150.5,-61.5,0.3093
-154.5,-51,0.3094
-153.5,-49,0.3094
-57.5,-63,0.3094
9.5,-43.5,0.3094
18.5,-46.5,0.3094
158.5,-51,0.3094
179.5,-63,0.3094
13.5,-49,0.3095
70.5,-62.5,0.3095
73.5,-64.5,0.3095
-173.5,-73.5,0.3096
-169.5,-44,0.3096
-75.5,-54.5,0.3096
20.5,-46,0.3096
65.5,-45,0.3096
91.5,-51,0.3096
163.5,-53.5,0.3096
-178.5,-48.5,0.3097
8.5,-56.5,0.3097
22.5,-64,0.3097
78.5,-40,0.3097
84.5,-54.5,0.3097
118.5,-42.5,0.3097
128.5,-63,0.3097
35.5,-44.5,0.3098
172.5,-72,0.3098
-161.5,-60.5,0.3099
-160.5,-48,0.3099
-131.5,-62.5,0.3099
-98.5,-68.5,0.3099
-53.5,-57,0.3099
-167.5,-52,0.31
-139.5,-72,0.31
-99.5,-68,0.31
19.5,-45,0.31
26.5,-54.5,0.31
70.5,-64.5,0.31
-157.5,-60.5,0.3101
18.5,-52,0.3101
23.5,-61,0.3101
23.5,-51.5,0.3101
132.5,-46.5,0.3101
-171.5,-73.5,0.3102
-167.5,-51.5,0.3102
-166.5,-61.5,0.3102
-148.5,-58.5,0.3102
-4.5,-48,0.3102
10.5,-51,0.3102
16.5,-67.5,0.3102
29.5,-46,0.3102
133.5,-47,0.3102
165.5,-70,0.3102
71.5,-46.5,0.3103
-152.5,-50,0.3104
-149.5,-63,0.3104
-123.5,-63.5,0.3104
5.5,-53,0.3104
38.5,-45,0.3104
75.5,-45.5,0.3104
79.5,-41,0.3104
-110.5,-66.5,0.3105
-79.5,-50,0.3105
-57.5,-59.5,0.3105
-28.5,-68.5,0.3105
9.5,-44,0.3105
16.5,-66.5,0.3105
84.5,-54,0.3105
-177.5,-54.5,0.3106
-152.5,-57,0.3106
22.5,-45.5,0.3106
117.5,-41.5,0.3106
-159.5,-50.5,0.3107
4.5,-44,0.3107
88.5,-49.5,0.3107
119.5,-42.5,0.3107
-134.5,-62,0.3108
-115.5,-67.5,0.3108
-47.5,-66.5,0.3108
12.5,-50,0.3108
-25.5,-62,0.3109
10.5,-43.5,0.3109
121.5,-62,0.3109
138.5,-48,0.3109
150.5,-62,0.3109
-144.5,-62,0.311
-100.5,-70,0.311
10.5,-55.5,0.311
23.5,-56,0.311
45.5,-65.5,0.311
-138.5,-61.5,0.3111
18.5,-64.5,0.3111
-177.5,-73,0.3112
74.5,-45.5,0.3112
-64.5,-55.5,0.3113
6.5,-54.5,0.3113
15.5,-46.5,0.3113
172.5,-71.5,0.3113
-172.5,-72.5,0.3115
27.5,-53.5,0.3115
79.5,-40,0.3115
95.5,-51.5,0.3115
127.5,-45,0.3115
162.5,-53,0.3115
2.5,-53,0.3116
75.5,-45,0.3116
76.5,-42.5,0.3116
-145.5,-62.5,0.3117
-53.5,-57.5,0.3117
14.5,-46.5,0.3118
-74.5,-55,0.3119
-0.5,-47.5,0.3119
-178.5,-51.5,0.312
-174.5,-72.5,0.312
0.5,-49,0.312
108.5,-62,0.312
147.5,-50,0.312
155.5,-51,0.312
154.5,-41,0.3121
-147.5,-56,0.3122
-79.5,-48.5,0.3122
-42.5,-70,0.3122
-3.5,-55.5,0.3122
-148.5,-57.5,0.3123
-53.5,-55,0.3123
-50.5,-60.5,0.3123
-4.5,-55.5,0.3123
122.5,-42.5,0.3123
165.5,-52.5,0.3123
-168.5,-61.5,0.3124
-165.5,-46,0.3125
-160.5,-50.5,0.3125
-152.5,-50.5,0.3125
54.5,-43.5,0.3125
84.5,-48.5,0.3125
116.5,-41.5,0.3125
130.5,-45,0.3125
150.5,-61,0.3125
177.5,-70,0.3125
-168.5,-59.5,0.3126
-167.5,-61.5,0.3126
-152.5,-61,0.3126
-144.5,-61.5,0.3126
-117.5,-68,0.3126
-106.5,-68.5,0.3126
-49.5,-62.5,0.3126
21.5,-63.5,0.3126
50.5,-65.5,0.3126
91.5,-60.5,0.3126
142.5,-63,0.3126
-93.5,-68.5,0.3127
21.5,-52,0.3127
36.5,-44,0.3127
83.5,-47.5,0.3127
-48.5,-61.5,0.3128
-40.5,-40,0.3128
-155.5,-58,0.3129
-50.5,-62.5,0.3129
18.5,-45.5,0.3129
124.5,-42.5,0.3129
-161.5,-50.5,0.313
-1.5,-50.5,0.313
8.5,-43,0.313
-128.5,-63.5,0.3131
-123.5,-64.5,0.3131
9.5,-43,0.3131
73.5,-65,0.3131
178.5,-69.5,0.3131
-178.5,-48,0.3132
-145.5,-72,0.3132
11.5,-53.5,0.3132
12.5,-44.5,0.3132
76.5,-61.5,0.3132
139.5,-40,0.3132
164.5,-53,0.3132
-147.5,-58,0.3133
-145.5,-55.5,0.3133
-138.5,-70,0.3133
9.5,-51,0.3133
143.5,-40,0.3133
167.5,-41.5,0.3133
-176.5,-69,0.3134
-168.5,-60,0.3134
-125.5,-64.5,0.3134
13.5,-46.5,0.3134
23.5,-52.5,0.3134
41.5,-66,0.3134
85.5,-48,0.3134
169.5,-62,0.3134
-157.5,-59,0.3135
-156.5,-59.5,0.3135
6.5,-46,0.3135
177.5,-48.5,0.3135
-133.5,-62,0.3136
-98.5,-68,0.3136
-36.5,-72,0.3136
76.5,-61,0.3136
86.5,-56,0.3136
-154.5,-56,0.3138
-132.5,-69.5,0.3138
-3.5,-48.5,0.3138
28.5,-53.5,0.3138
105.5,-63,0.3138
3.5,-44,0.3139
54.5,-44.5,0.3139
75.5,-63.5,0.3139
83.5,-53,0.3139
116.5,-40.5,0.3139
125.5,-43,0.3139
-177.5,-51,0.314
-171.5,-53.5,0.314
7.5,-52,0.314
70.5,-62,0.314
75.5,-40,0.314
172.5,-49,0.314
-165.5,-61,0.3141
-79.5,-66.5,0.3141
3.5,-49,0.3141
-118.5,-66,0.3142
-5.5,-50.5,0.3142
17.5,-46,0.3142
79.5,-56.5,0.3142
93.5,-51,0.3142
139.5,-63.5,0.3142
11.5,-54,0.3143
74.5,-64,0.3143
86.5,-49,0.3143
-78.5,-66,0.3144
36.5,-67.5,0.3144
158.5,-60.5,0.3144
-80.5,-45.5,0.3145
93.5,-51.5,0.3145
162.5,-61,0.3145
-175.5,-53.5,0.3146
-166.5,-45.5,0.3146
-142.5,-62,0.3146
5.5,-54,0.3146
116.5,-62,0.3146
153.5,-41,0.3146
127.5,-44.5,0.3147
-173.5,-73,0.3148
-154.5,-50,0.3148
5.5,-47,0.3148
17.5,-46.5,0.3148
-154.5,-59.5,0.3149
-48.5,-61,0.3149
170.5,-67.5,0.3149
-103.5,-67,0.315
-98.5,-69,0.315
8.5,-55.5,0.315
149.5,-59,0.315
-154.5,-49,0.3151
-144.5,-62.5,0.3151
-0.5,-47,0.3151
17.5,-68,0.3151
73.5,-59.5,0.3151
-100.5,-68.5,0.3152
79.5,-40.5,0.3152
-132.5,-62.5,0.3153
-131.5,-63,0.3153
1.5,-54.5,0.3153
84.5,-49,0.3153
131.5,-45.5,0.3153
-133.5,-69.5,0.3154
20.5,-64.5,0.3154
62.5,-45.5,0.3154
78.5,-42,0.3154
166.5,-69.5,0.3154
