Longitude,Latitude,Carbon_biomass
80,-61.3,0.856665557
150.0667,-60.1333,0.700766589
150.0833,-56.55,1.080892332
150.1,-51.8833,0.035104405
140.0167,-66.4667,1.603181299
130.6,-64.0167,0.354492401
150.0167,-64.0167,1.076462256
140.0333,-63.9833,0.133243208
90.2833,-63.9667,0.062236934
100.0167,-63.5667,0.417874276
110.4333,-63.25,1.251996317
139.9667,-61.0333,0.218695488
150.05,-59.2,3.351874984
150.0167,-56.2833,0.428817121
149.9833,-46.7333,0.201574894
140.05,-65.55,0.08268069
78.25,-64.7667,1.357519745
110.75,-64.0667,1.912751997
120.0667,-64.0167,1.629788937
140.05,-63.9833,0.291469563
89.2167,-63.4167,4.60005557
99.6167,-62.9333,1.250706754
150.05,-59.0667,3.270652815
131.1,-64,0.342807727
140.0167,-63.9833,0.114046385
107.7667,-63.95,0.274260497
119.9167,-63.9333,5.21768405
99.8667,-63.8333,0.809291359
150.1,-63.2,0.020755787
149.8167,-60.0333,0.542951099
149.9333,-55.2667,0.689040036
149.95,-48.4833,0.076852344
79.4833,-64.3333,0.736522795
91.7833,-64.0167,0.980657217
111.65,-64.0167,9.400411233
131.6667,-64,0.396232675
138.15,-64,0.747391889
121.7333,-63.8833,15.21769348
101.15,-63.8333,17.71212131
149.85,-63.5167,3.662932699
150.05,-56.4333,2.728286896
149.95,-51.4667,0.22636636
150.15,-46.3167,0.031892486
131.25,-64,1.010106087
121.1833,-63.9667,0.238075026
146.75,-63.9667,1.26482178
140.1667,-63.9333,1.597621209
111.1167,-63.8833,0.158699729
91.5667,-63.45,2.706769076
101.1,-63.3333,0.286222691
80.05,-61.3,0.430128924
150.0667,-60.2667,0.303237801
150.6833,-56.4167,0.910844681
150.55,-45.7167,0.001054757
139.9833,-64.3167,4.349778462
121.3833,-64.0167,7.051189977
78.4333,-63.95,13.96318129
130.75,-63.75,30.78574494
148.85,-63.6167,1.988342567
111.65,-63.5167,11.25955945
99.6,-63.3,13.08548612
89.5,-63.1333,18.21713032
149.5833,-59.8333,0.088703286
150.1,-55.55,1.012276367
149.9,-51.5833,1.45724812
150.95,-46.0333,0.028157651
130.2167,-64.0167,0.170744833
149.7833,-64.0167,0.180048155
80,-64,0.767870076
99.9667,-63.9833,0.034203915
140.2,-63.9833,0.695818585
70.8,-63.9667,9.910450856
120.35,-63.9667,0.332564881
110.35,-63.95,0.331038886
89.6,-63.7667,12.85972425
150.05,-60.0333,0.716156442
150.0167,-55.2333,0.377102663
150.0667,-49.2667,1.03001399
73.0024,-67.49883333,0.037690407
72.9931,-67.25246667,0.027949565
73.00563333,-66.8345,0.033951993
70.48643333,-66.85986667,0.063886341
67.98661667,-66.6208,0.140829067
67.85191667,-66.00413333,0.249112497
67.99601667,-65.0061,0.915771569
72.9,-65.5,0.472755298
75.5,-65,0.057975552
-130.3947222,-73.1975,0.523418888
-124.4219444,-72.76694444,0.472909785
-129.8875,-72.05555556,0.51772063
-125.8166667,-71.59916667,0.226784557
-130.1433333,-70.97694444,0.281990895
-120.0158333,-70.48472222,1.050479814
-125.7913889,-70.43861111,0.625153924
-125.9538889,-69.99583333,0.917119149
-120.1388889,-69.97055556,0.473289013
-110.1397222,-69.96805556,1.350993212
-115.2355556,-69.94083333,0.428359507
-119.8147222,-69.00583333,1.011579911
-109.9952778,-69.00527778,3.814380671
-126.0261111,-69.00027778,0.222633141
-119.9852778,-68.00611111,0.418756441
-109.9525,-68.00027778,1.585848424
-114.9972222,-67.99916667,0.0169646
-125.9802778,-67.97583333,0.879945311
-109.9891667,-67.02444444,1.580239043
-119.9686111,-67.00027778,1.452814348
-126.0166667,-65.99833333,1.907053168
-125.9880556,-64.99861111,2.40519646
-125.98,-62.985,4.072081492
-125.9972222,-62.00416667,0.690689466
-125.9880556,-61,1.041192261
-63.3,-64.9,0.651650347
-64.7,-64.9,2.088504776
-63.7,-64.9,0.400044861
-62.9,-64.6,4.579511757
-64.75,-64.5,1.303702448
-61.7,-64.3,0.681623294
-65.15,-64.1,1.163124836
-65.5,-63.8,3.133614453
-61.3,-63.7,13.06560705
-66,-63.5,0.273732864
-61.5,-63.3,0.555500582
-57.6,-63.1,0.17489916
-57.1,-63.1,0.127451068
-66.5,-63,1.873527219
-61.7,-63,0.402731947
-60.3,-62.9,0.043133621
-57.7,-62.9,0.054922351
-62,-62.7,1.00567039
-66.9,-62.6,7.170420055
-57,-62.5,0.296792711
-57.8,-62.4,0.202601233
-58.3,-62.3,0.550154206
-57,-62.2,0.276434612
-67.5,-62.15,1.273767122
-57.6,-61.65,0.198215908
-55.9,-61.1,0.309692352
-56,-61.1,2.532584067
-55,-61,3.800288068
-55.9,-61,0.87664923
-55.9,-61,2.613352598
-55.75,-60.92,0.269592037
-55.6,-60.9,1.768294034
-55.75,-60.9,1.052015072
-55.7,-60.9,0.143260049
-55.65,-60.85,0.126568505
-55.5,-60.85,0.199881949
-55.6,-60.8,2.749596789
-55.6,-60.8,0.896862203
-66.7,-60.3,0.919287008
-39.4,-55.3,2.400687726
-38.9,-54.9,4.449893966
-38.5,-54.4,6.935220209
-21.6,-71.3,0.789186819
-13.5,-71.2,0.365746864
-13.7,-71,0.93795845
-7.9,-70.5,0.113747036
-27.2,-68,2.091191047
-33.7,-67.6,1.161506977
-40.9,-67,0.429062424
-50.9,-66.4,0.418503627
-38.3523,-49.62395,3.978549397
-38.2101,-49.2098,7.358711979
62,-66.5,2.120438532
62,-65,2.581403741
62,-64,1.814976076
62,-62.5,1.737662836
62,-61,1.205536687
-34.8,-54.76,0.187137941
-34.21,-54.76,0.274660741
-33.61,-54.75,0.050133387
-35.43,-54.73,0.927331015
-35.58,-54.48,0.531715127
-34.51,-54.21,0.055319782
-35.95,-54.16,0.023230744
-34,-54.06,0.000454156
-36,-53.98,0.050168402
-36.46,-53.96,0.66908203
-35.5,-53.91,0.538290366
-38.08,-53.83,0.091632594
-36.98,-53.83,1.539739054
-37.46,-53.78,0.416888381
-35.13,-53.7,3.819021437
-38.45,-53.68,0.029388098
-36.2,-53.63,0.284635798
-37,-53.51,0.536582252
-37.75,-53.5,1.608683354
-34.75,-53.43,1.448451817
-38.25,-53.41,0.021223345
-36,-53.31,0.070517563
-38,-53.2,4.479142867
-37,-53.18,0.871952646
-39.33,-53.16,0.998096848
-35.76,-53,0.189500377
-38.25,-52.91,0.032261607
-37,-52.85,0.155506569
126.6333,-46,0.594093715
-47.1217,-65.1767,1.075613424
-52.0133,-64.9833,1.726834512
-40.67,-64.095,0.280496042
-52.1867,-63.065,2.519192489
-40.8117,-62.015,1.474409416
-56.55,-61.41,8.985900572
-40.1433,-61.145,26.62878901
-34.935,-60.7167,0.175950339
-28.5183,-60.5733,1.536667501
-38.5683,-60.33,0.263586637
-135.2833,-62.0333,3.17307456
-134.3333,-61.1333,0.077411562
-135.5167,-58.9833,2.125668401
-135.0333,-56.9333,0.642243374
-135,-56.9167,2.417115117
-135.05,-56,0.335891932
-135,-55.0167,0.570332792
-22.3167,-55.8333,3.155629152
161.42,-66.95,3.880170733
92.7367,-66.5267,1.825768529
129.7333,-66.3583,1.852679448
162.15,-66.265,2.692468997
94.4333,-66.26,0.584555481
93.8833,-66.2417,2.373833318
128.415,-66.1283,2.266766263
124.025,-66.0417,1.447838558
108.4317,-65.9017,2.269794195
111.6667,-65.8683,1.720057569
94.5133,-65.8583,2.707809835
162.5967,-65.7017,5.786322801
125.3867,-65.6083,1.891611891
93.9333,-65.45,0.341935868
121.025,-65.3883,2.438265495
109.9417,-65.3133,0.350352272
149.86,-65.1683,1.466965855
111.4,-65.105,0.329242562
144.6,-65.02,0.878068855
162.2333,-64.8833,2.290969991
115.02,-64.8767,0.72546389
132.5,-64.8633,0.488783095
141.0833,-64.8533,1.837295855
103.4,-64.7167,1.527176106
107.1783,-64.635,0.467794127
96.8617,-64.5933,0.524215806
115.9167,-64.3533,0.612961625
120,-64.2617,0.286280716
99.2,-64.2417,2.360308949
100.955,-64.2167,2.089890545
102.5667,-64.2167,0.874492283
138.4033,-64.15,0.125267227
95.7417,-64.1367,1.098758432
161.9867,-64.05,2.224300252
97.5,-63.9517,0.287367966
117.3517,-63.7033,0.182532182
161.7333,-62.1733,0.308966483
160.9467,-61.3733,0.276462455
158.5883,-59.8517,0.732850973
26.6267,-64.025,0.953489634
22.1033,-61.5133,2.679897583
20,-60.02,2.975006496
20.235,-58.0833,2.054929404
19.88,-55.9833,1.318944183
20.18,-53.9817,7.277307956
62.3233,-52.755,0.63649001
53.4967,-52.3017,0.270542195
47.54,-52.05,0.563486959
20.43,-51.94,1.777850581
20.4667,-50.9667,1.557337769
19.9517,-50.0533,1.492743836
41.355,-49.8217,0.420977206
19.99,-49.11,0.800586322
37.9033,-46.9567,0.137017831
19.9733,-45.18,0.652342152
34.9917,-45.0983,0.475679258
165.1167,-69.5167,0.876638533
165.1167,-68.8667,0.042113762
165.1333,-68,4.216696866
165.8,-65.1333,0.318599085
165.7167,-63.7667,1.609898141
165.9667,-60.05,0.40948508
165.9667,-59.25,0.475878269
166.3167,-58.5333,0.050573835
166.1667,-54.0167,1.081029329
166.2,-52.3167,1.086715031
166.35,-49.1333,0.101195901
166.4833,-46.2,0.464688832
165.8333,-46.1667,0.137017831
